ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
915;Z MATERIALNO ŠKODO;NOVA GORICA;06.01.2025;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;00008;MARKOVA POT;1;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;89346;394527;2;UDELEŽENEC;39;MOŠKI;NOVA GORICA;KOSOVO;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;10;09;,00;,00
916;Z MATERIALNO ŠKODO;NOVO MESTO;28.01.2025;7;NE;CESTA;REGIONALNA CESTA II. REDA;00419;SOTESKA-NM-ÈATEŽ OB SAVI;01203;SOTESKA-NOVO MESTO;3050;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;70312;504101;1;UDELEŽENEC;44;ŽENSKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;24;04;,00;,00
917;Z LAŽJO TELESNO POŠKODBO;ŽALEC;23.01.2025;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;62054;PETROVÈE;0;NI ODSEKOV;104;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;122686;514556;1;UDELEŽENEC;36;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;05;0;,00;,00
917;Z LAŽJO TELESNO POŠKODBO;ŽALEC;23.01.2025;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;62054;PETROVÈE;0;NI ODSEKOV;104;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;122686;514556;2;POVZROÈITELJ;45;ŽENSKI;ŽALEC;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;0;,00;,00
918;Z MATERIALNO ŠKODO;SLOVENSKE KONJICE;25.01.2025;18;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00637;SL.BISTRICA-SL.KONJICE;8300;CESTA;OSTALO;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;133980;537160;1;POVZROÈITELJ;41;ŽENSKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;23;0;,00;,00
919;S HUDO TELESNO POŠKODBO;LJUBLJANA;24.01.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28233;TRŽAŠKA CESTA;257;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;99394;457446;1;POVZROÈITELJ;86;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;58;11;,00;,00
919;S HUDO TELESNO POŠKODBO;LJUBLJANA;24.01.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28233;TRŽAŠKA CESTA;257;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;99394;457446;2;UDELEŽENEC;75;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;57;00;,00;,00
919;S HUDO TELESNO POŠKODBO;LJUBLJANA;24.01.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28233;TRŽAŠKA CESTA;257;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;99394;457446;3;UDELEŽENEC;84;ŽENSKI;LJUBLJANA;SLOVENIJA;HUDA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
919;S HUDO TELESNO POŠKODBO;LJUBLJANA;24.01.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28233;TRŽAŠKA CESTA;257;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;99394;457446;4;UDELEŽENEC;49;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;31;05;,00;,00
920;Z MATERIALNO ŠKODO;KRANJ;10.01.2025;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;18035;KRANJ;00144;ULICA GORENJSKEGA ODREDA;18;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;NEZNANO;SUHO;ASFALT;121923;450889;1;UDELEŽENEC;53;MOŠKI;GROSUPLJE;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
921;Z MATERIALNO ŠKODO;KOPER;24.01.2025;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17006;BERTOKI;00033;SERMIN;7;CESTA;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;0;0;1;UDELEŽENEC;36;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;ODGOVORNA OSEBA;NEZNANO;0;0;,00;,00
921;Z MATERIALNO ŠKODO;KOPER;24.01.2025;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17006;BERTOKI;00033;SERMIN;7;CESTA;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;0;0;2;POVZROÈITELJ;27;MOŠKI;;MADŽARSKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;NEZNANO;0;0;,18;,00
922;Z MATERIALNO ŠKODO;PTUJ;22.01.2025;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;42165;SPUHLJA;0;NI ODSEKOV;92;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;141790;569813;1;UDELEŽENEC;60;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;28;02;,00;,00
922;Z MATERIALNO ŠKODO;PTUJ;22.01.2025;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;42165;SPUHLJA;0;NI ODSEKOV;92;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;141790;569813;2;POVZROÈITELJ;73;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;50;0;,00;,00
923;Z LAŽJO TELESNO POŠKODBO;KRANJ;27.01.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;18035;KRANJ;00007;BLEIWEISOVA CESTA;20;PREHOD ZA PEŠCE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;POVOŽENJE PEŠCA;DEŽEVNO;GOST;MOKRO;ASFALT;123447;450238;1;POVZROÈITELJ;43;ŽENSKI;KRANJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;23;09;,00;,00
923;Z LAŽJO TELESNO POŠKODBO;KRANJ;27.01.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;18035;KRANJ;00007;BLEIWEISOVA CESTA;20;PREHOD ZA PEŠCE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;POVOŽENJE PEŠCA;DEŽEVNO;GOST;MOKRO;ASFALT;123447;450238;2;UDELEŽENEC;35;ŽENSKI;ŠKOFJA LOKA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;PEŠEC;NEZNANO;0;0;,00;,00
924;S SMRTNIM IZIDOM;LAŠKO;24.01.2025;4;NE;CESTA;GLAVNA CESTA;00005;PRIKLJ.CELJE ZAHOD-DRNOVO;00331;ZIDANI MOST-RADEÈE;1940;CESTA;OSTALO;TRÈENJE V OBJEKT;NEZNANO;REDEK;MOKRO;ASFALT;103590;514109;1;POVZROÈITELJ;20;MOŠKI;;SLOVENIJA;SMRT;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;07;,00;,00
925;Z MATERIALNO ŠKODO;KOPER;24.01.2025;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00177;ANKARANSKA CESTA;10;KROŽNO KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;45908;401994;1;UDELEŽENEC;55;MOŠKI;PIRAN;HRVAŠKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;NEZNANO;0;0;,00;,00
925;Z MATERIALNO ŠKODO;KOPER;24.01.2025;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00177;ANKARANSKA CESTA;10;KROŽNO KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;45908;401994;2;POVZROÈITELJ;46;MOŠKI;POSTOJNA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
926;Z LAŽJO TELESNO POŠKODBO;SLOVENSKA BISTRICA;23.01.2025;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;50129;ŽABLJEK;0;NI ODSEKOV;48;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAÈNO;REDEK;VLAŽNO;ASFALT;134441;543091;1;;-1;;;SLOVENIJA;;;;0;0;,00;,00
926;Z LAŽJO TELESNO POŠKODBO;SLOVENSKA BISTRICA;23.01.2025;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;50129;ŽABLJEK;0;NI ODSEKOV;48;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAÈNO;REDEK;VLAŽNO;ASFALT;134441;543091;2;POVZROÈITELJ;47;MOŠKI;SLOVENSKE KONJICE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;16;00;,76;,00
927;Z MATERIALNO ŠKODO;VRHNIKA;22.01.2025;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;60003;BLATNA BREZOVICA;0;NI ODSEKOV;9;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;DEŽEVNO;REDEK;MOKRO;ASFALT;92996;448386;1;POVZROÈITELJ;52;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TRAKTORJA;NEZNANO;0;0;,00;,00
927;Z MATERIALNO ŠKODO;VRHNIKA;22.01.2025;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;60003;BLATNA BREZOVICA;0;NI ODSEKOV;9;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;DEŽEVNO;REDEK;MOKRO;ASFALT;92996;448386;2;UDELEŽENEC;55;ŽENSKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
928;Z MATERIALNO ŠKODO;KOPER;25.01.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00010;PRISTANIŠKA ULICA;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;45925;400518;1;UDELEŽENEC;18;ŽENSKI;IZOLA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;02;,00;,00
928;Z MATERIALNO ŠKODO;KOPER;25.01.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00010;PRISTANIŠKA ULICA;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;45925;400518;2;POVZROÈITELJ;65;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
929;Z MATERIALNO ŠKODO;MARIBOR;24.01.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00620;VALVASORJEVA ULICA;4;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;OBLAÈNO;REDEK;VLAŽNO;ASFALT;157272;549204;1;UDELEŽENEC;52;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;34;02;,03;,00
929;Z MATERIALNO ŠKODO;MARIBOR;24.01.2025;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00620;VALVASORJEVA ULICA;4;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;OBLAÈNO;REDEK;VLAŽNO;ASFALT;157272;549204;2;POVZROÈITELJ;33;MOŠKI;IZOLA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;08;10;,00;,00
930;Z MATERIALNO ŠKODO;SEVNICA;23.01.2025;6;NE;CESTA;REGIONALNA CESTA III. REDA;00679;RADEÈE-BREG-BRESTANICA;03909;BREG-SEVNICA-BRESTANICA;10300;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;MEGLA;NEZNANO;SUHO;ASFALT;95947;525884;1;UDELEŽENEC;44;ŽENSKI;SEVNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;08;,00;,00
931;Z MATERIALNO ŠKODO;NOVA GORICA;11.01.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00062;ULICA TOLMINSKIH PUNTARJE;12;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;91518;395446;1;;-1;;NOVA GORICA;SLOVENIJA;;;;0;0;,00;,00
931;Z MATERIALNO ŠKODO;NOVA GORICA;11.01.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00062;ULICA TOLMINSKIH PUNTARJE;12;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;91518;395446;2;POVZROÈITELJ;56;MOŠKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;34;03;,00;,00
932;Z MATERIALNO ŠKODO;ŠENTJUR PRI CELJU;22.01.2025;7;NE;CESTA;REGIONALNA CESTA III. REDA;00687;DOLE - PONIKVA - LOÈE;07207;DOLE-PONIKVA-LOÈE;0;CESTA;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;JASNO;NEZNANO;OSTALO;ASFALT;122168;529622;1;UDELEŽENEC;51;MOŠKI;ŠENTJUR PRI CELJU;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
933;Z MATERIALNO ŠKODO;MARIBOR;23.01.2025;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00534;TRŽAŠKA CESTA;42;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;155117;549520;1;UDELEŽENEC;48;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;30;02;,00;,00
933;Z MATERIALNO ŠKODO;MARIBOR;23.01.2025;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00534;TRŽAŠKA CESTA;42;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;155117;549520;2;POVZROÈITELJ;28;MOŠKI;MARIBOR;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;08;02;,00;,00
934;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;10;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00052;BREZOVICA-VRHNIKA;2500;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;TOÈA;GOST;MOKRO;ASFALT;97968;453761;1;POVZROÈITELJ;72;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;51;07;,00;,00
934;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;10;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00052;BREZOVICA-VRHNIKA;2500;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;TOÈA;GOST;MOKRO;ASFALT;97968;453761;2;UDELEŽENEC;51;MOŠKI;;MADŽARSKA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;17;08;,00;,00
935;Z MATERIALNO ŠKODO;RIBNICA;28.01.2025;11;NE;CESTA;GLAVNA CESTA II. REDA;00106;LJ JUG-ŠKOFLJICA-ŠM.SAP;00262;RAŠICA-ŽLEBIÈ;10450;CESTA;OSTALO;OSTALO;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;71013;475481;1;UDELEŽENEC;86;MOŠKI;RIBNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;40;07;,00;,00
936;Z MATERIALNO ŠKODO;SEVNICA;20.01.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;47092;SEVNICA;00020;POD VRTAÈO;17;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;96335;524668;1;POVZROÈITELJ;37;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;18;00;,00;,00
936;Z MATERIALNO ŠKODO;SEVNICA;20.01.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;47092;SEVNICA;00020;POD VRTAÈO;17;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;96335;524668;2;UDELEŽENEC;56;MOŠKI;SEVNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;37;10;,00;,00
937;Z MATERIALNO ŠKODO;ILIRSKA BISTRICA;24.01.2025;19;NE;CESTA;GLAVNA CESTA;00006;POSTOJNA-IL.BISTR-JELŠANE;00343;IL.BISTRICA-JELŠANE;3240;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;44244;441437;1;POVZROÈITELJ;20;MOŠKI;ILIRSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;01;,00;,00
938;Z MATERIALNO ŠKODO;KOPER;12.01.2025;0;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00173;FERRARSKA ULICA;3;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;SUHO;MAKADAM;45715;401077;1;UDELEŽENEC;23;MOŠKI;VELENJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;04;06;,00;,00
939;Z LAŽJO TELESNO POŠKODBO;VRHNIKA;27.01.2025;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;60004;BOROVNICA;00006;LJUBLJANSKA CESTA;11;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;87049;450489;1;POVZROÈITELJ;16;MOŠKI;;SLOVENIJA;LAŽJA TELESNA POŠKODBA;KOLESAR;DA;0;0;,00;,00
939;Z LAŽJO TELESNO POŠKODBO;VRHNIKA;27.01.2025;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;60004;BOROVNICA;00006;LJUBLJANSKA CESTA;11;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;87049;450489;2;UDELEŽENEC;47;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;07;,00;,00
940;Z MATERIALNO ŠKODO;KOPER;25.01.2025;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00121;DOLINSKA CESTA;1;KROŽNO KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;44128;400886;1;POVZROÈITELJ;31;ŽENSKI;LENDAVA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;00;03;,00;,00
940;Z MATERIALNO ŠKODO;KOPER;25.01.2025;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;17042;KOPER;00121;DOLINSKA CESTA;1;KROŽNO KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;44128;400886;2;UDELEŽENEC;62;MOŠKI;;ITALIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;44;01;,00;,00
941;Z MATERIALNO ŠKODO;GROSUPLJE;28.01.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;09047;GROSUPLJE;00054;INDUSTRIJSKA CESTA;1;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;OBLAÈNO;NEZNANO;MOKRO;ASFALT;90419;473135;1;UDELEŽENEC;37;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
941;Z MATERIALNO ŠKODO;GROSUPLJE;28.01.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;09047;GROSUPLJE;00054;INDUSTRIJSKA CESTA;1;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;OBLAÈNO;NEZNANO;MOKRO;ASFALT;90419;473135;2;POVZROÈITELJ;36;MOŠKI;KRANJ;RUSIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;18;03;,00;,00
941;Z MATERIALNO ŠKODO;GROSUPLJE;28.01.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;09047;GROSUPLJE;00054;INDUSTRIJSKA CESTA;1;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;OBLAÈNO;NEZNANO;MOKRO;ASFALT;90419;473135;3;UDELEŽENEC;21;ŽENSKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;02;06;,00;,00
942;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;13;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00618;LJ DOLENJSKA-BARJANSKA;360;CESTA;OSTALO;OSTALO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;97258;464514;1;UDELEŽENEC;24;MOŠKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE-UZ;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;02;,00;,00
942;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;13;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00618;LJ DOLENJSKA-BARJANSKA;360;CESTA;OSTALO;OSTALO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;97258;464514;2;UDELEŽENEC;46;MOŠKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;24;07;,00;,00
943;Z MATERIALNO ŠKODO;NOVO MESTO;28.01.2025;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;38157;KOROŠKA VAS;0;NI ODSEKOV;41;CESTA;OSTALO;OSTALO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;67592;515337;1;UDELEŽENEC;47;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;29;04;,00;,00
944;Z LAŽJO TELESNO POŠKODBO;LJUTOMER;21.01.2025;6;NE;CESTA;LOKALNA CESTA;94901;LJUTOMER-VERŽEJ;0;NI ODSEKOV;1;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAÈNO;REDEK;VLAŽNO;ASFALT;156453;592095;1;POVZROÈITELJ;41;MOŠKI;LJUTOMER;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;23;04;,00;,00
