ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
945;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;28.01.2025;14;NE;CESTA;REGIONALNA CESTA;00210;Z.JEZERS.-ŽELIN-ŠL-JEPRCA;01078;ŠKOFJA LOKA-JEPRCA;0;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;114462;447938;1;UDELEŽENEC;41;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;20;05;,00;,00
945;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;28.01.2025;14;NE;CESTA;REGIONALNA CESTA;00210;Z.JEZERS.-ŽELIN-ŠL-JEPRCA;01078;ŠKOFJA LOKA-JEPRCA;0;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;114462;447938;2;POVZROÈITELJ;32;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;NEZNANO;14;06;,00;,00
946;Z MATERIALNO ŠKODO;KOPER;28.01.2025;6;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00662;ÈRNI KAL-SRMIN;800;CESTA;OSTALO;OSTALO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;46932;410050;1;UDELEŽENEC;43;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;25;08;,00;,00
947;Z MATERIALNO ŠKODO;GROSUPLJE;27.01.2025;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;09047;GROSUPLJE;00001;ADAMIÈEVA CESTA;14;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;OSTALO;ASFALT;90818;473359;1;UDELEŽENEC;26;MOŠKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;08;00;,00;,00
948;S HUDO TELESNO POŠKODBO;AJDOVŠÈINA;24.01.2025;7;NE;CESTA;REGIONALNA CESTA II. REDA;00444;RAZDRTO-SELO-ROŽNA DOLINA;01473;VIPAVA-AJDOVŠÈINA;2300;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;79570;418381;1;POVZROÈITELJ;18;MOŠKI;AJDOVŠÈINA;SLOVENIJA;HUDA TELESNA POŠKODBA;VOZNIK MOTORNEGA KOLESA;DA;00;06;,00;,00
949;Z MATERIALNO ŠKODO;NOVO MESTO;28.01.2025;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38210;OTOÈEC;00007;ŠENTPETER;46;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;76788;517285;1;POVZROÈITELJ;16;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK LAHKEGA MOTORNEGA VOZILA;DA;00;03;,00;,00
949;Z MATERIALNO ŠKODO;NOVO MESTO;28.01.2025;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38210;OTOÈEC;00007;ŠENTPETER;46;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;76788;517285;2;UDELEŽENEC;33;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;07;,00;,00
950;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;27.01.2025;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;50118;ZGORNJA BISTRICA;0;NI ODSEKOV;34;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;139796;541283;1;UDELEŽENEC;69;MOŠKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;48;10;,00;,00
950;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;27.01.2025;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;50118;ZGORNJA BISTRICA;0;NI ODSEKOV;34;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;139796;541283;2;POVZROÈITELJ;46;MOŠKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;03;,00;,00
951;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25175;TRG OSVOBODILNE FRONTE;5;ŽELEZNIŠKO POSTAJALIŠÈE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;0;0;1;UDELEŽENEC;65;MOŠKI;LJUBLJANA;;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;0;0;,00;,00
951;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25175;TRG OSVOBODILNE FRONTE;5;ŽELEZNIŠKO POSTAJALIŠÈE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;0;0;2;POVZROÈITELJ;69;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;22;07;,80;,00
952;Z MATERIALNO ŠKODO;PESNICA;28.01.2025;23;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;65031;POLIÈKA VAS;0;NI ODSEKOV;23;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;REDEK;MOKRO;ASFALT;0;0;1;POVZROÈITELJ;67;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;38;01;,00;,00
952;Z MATERIALNO ŠKODO;PESNICA;28.01.2025;23;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;65031;POLIÈKA VAS;0;NI ODSEKOV;23;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;REDEK;MOKRO;ASFALT;0;0;2;UDELEŽENEC;55;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;04;,00;,00
953;Z MATERIALNO ŠKODO;JESENICE;28.01.2025;21;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;14008;HRUŠICA-JESENICE;0;NI ODSEKOV;170;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;146157;423717;1;POVZROÈITELJ;66;MOŠKI;JESENICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;45;06;,00;,00
953;Z MATERIALNO ŠKODO;JESENICE;28.01.2025;21;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;14008;HRUŠICA-JESENICE;0;NI ODSEKOV;170;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;146157;423717;2;UDELEŽENEC;63;ŽENSKI;JESENICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;0;0;,00;,00
954;Z MATERIALNO ŠKODO;MARIBOR;07.01.2025;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00352;PARTIZANSKA CESTA;26;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;TRÈENJE V KOLESARJA;NEZNANO;TEKOÈ (NORMALEN);SUHO;ASFALT;158071;550164;1;UDELEŽENEC;20;MOŠKI;LJUTOMER;SLOVENIJA;BREZ POŠKODBE;VOZNIK LAHKEGA MOTORNEGA VOZILA;NE;0;0;,00;,00
955;Z MATERIALNO ŠKODO;ŠMARJE PRI JELŠAH;18.01.2025;4;DA;CESTA;REGIONALNA CESTA;00219;SL.BISTRICA-ÈATEŽ OB SAVI;01239;MESTINJE-GOLOBINJEK;5000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ÈELNO TRÈENJE;OBLAÈNO;REDEK;SUHO;ASFALT;117405;546017;1;;-1;;CELJE;SLOVENIJA;;;;0;0;,00;,00
955;Z MATERIALNO ŠKODO;ŠMARJE PRI JELŠAH;18.01.2025;4;DA;CESTA;REGIONALNA CESTA;00219;SL.BISTRICA-ÈATEŽ OB SAVI;01239;MESTINJE-GOLOBINJEK;5000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ÈELNO TRÈENJE;OBLAÈNO;REDEK;SUHO;ASFALT;117405;546017;2;POVZROÈITELJ;53;MOŠKI;ŠMARJE PRI JELŠAH;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;00;,00;,00
956;Z MATERIALNO ŠKODO;LJUBLJANA;24.01.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26099;JAKÈEVA ULICA;40;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;MOKRO;ASFALT;101606;464827;1;UDELEŽENEC;40;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
957;Z MATERIALNO ŠKODO;MARIBOR;23.01.2025;15;NE;CESTA;AVTOCESTA;000A4;SLIVNICA-DRAŽENCI-GRUŠKO.;00691;SLIVNICA-HAJDINA;4500;CESTA;OSTALO;OSTALO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;147077;554009;1;POVZROÈITELJ;44;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE-UZ;VOZNIK TOVORNEGA VOZILA;DA;10;02;,00;,00
957;Z MATERIALNO ŠKODO;MARIBOR;23.01.2025;15;NE;CESTA;AVTOCESTA;000A4;SLIVNICA-DRAŽENCI-GRUŠKO.;00691;SLIVNICA-HAJDINA;4500;CESTA;OSTALO;OSTALO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;147077;554009;2;UDELEŽENEC;51;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;07;,00;,00
958;Z MATERIALNO ŠKODO;LJUBLJANA;27.01.2025;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;26047;VELIKO TREBELJEVO;0;NI ODSEKOV;25;CESTA;OSTALO;TRÈENJE V OBJEKT;JASNO;NEZNANO;SUHO;ASFALT;96581;479843;1;POVZROÈITELJ;20;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;0;0;,00;,00
959;Z MATERIALNO ŠKODO;KRANJ;22.01.2025;14;NE;CESTA;REGIONALNA CESTA;00211;KRANJ(LABORE)-LJ(ŠENTVID);00211;KRANJ LABORE-JEPRCA;2950;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;118257;451401;1;;-1;;LJUBLJANA;SLOVENIJA;;;;0;0;,00;,00
959;Z MATERIALNO ŠKODO;KRANJ;22.01.2025;14;NE;CESTA;REGIONALNA CESTA;00211;KRANJ(LABORE)-LJ(ŠENTVID);00211;KRANJ LABORE-JEPRCA;2950;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;118257;451401;2;;-1;;LJUBLJANA;SLOVENIJA;;;;0;0;,00;,00
959;Z MATERIALNO ŠKODO;KRANJ;22.01.2025;14;NE;CESTA;REGIONALNA CESTA;00211;KRANJ(LABORE)-LJ(ŠENTVID);00211;KRANJ LABORE-JEPRCA;2950;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;118257;451401;3;POVZROÈITELJ;83;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;65;09;,00;,00
960;Z MATERIALNO ŠKODO;MURSKA SOBOTA;28.01.2025;23;NE;CESTA;REGIONALNA CESTA II. REDA;00443;LIPOVCI-LENDAVA-PINCE;01397;LIPOVCI-BRATONCI;1300;KROŽNO KRIŽIŠÈE;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;REDEK;SUHO;ASFALT;165565;593164;1;POVZROÈITELJ;41;MOŠKI;MURSKA SOBOTA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;08;1,28;,00
961;Z MATERIALNO ŠKODO;ŠMARJE PRI JELŠAH;15.01.2025;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;54083;MESTINJE;0;NI ODSEKOV;2;KRIŽIŠÈE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;GOST;SUHO;ASFALT;121393;543367;1;UDELEŽENEC;25;MOŠKI;ŠMARJE PRI JELŠAH;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;02;08;,00;,00
962;Z MATERIALNO ŠKODO;NOVA GORICA;03.01.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00009;ERJAVÈEVA ULICA;18;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;91407;394642;1;POVZROÈITELJ;53;ŽENSKI;NOVA GORICA;KOSOVO;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;01;,00;,00
962;Z MATERIALNO ŠKODO;NOVA GORICA;03.01.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00009;ERJAVÈEVA ULICA;18;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;91407;394642;2;UDELEŽENEC;37;ŽENSKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;20;07;,00;,00
963;Z LAŽJO TELESNO POŠKODBO;MARIBOR;24.01.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00489;STUDENŠKA ULICA;103;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;156702;547540;1;UDELEŽENEC;23;MOŠKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;03;,00;,00
963;Z LAŽJO TELESNO POŠKODBO;MARIBOR;24.01.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00489;STUDENŠKA ULICA;103;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;156702;547540;2;POVZROÈITELJ;30;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;11;11;,00;,00
964;Z MATERIALNO ŠKODO;LJUBLJANA;29.01.2025;0;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28233;TRŽAŠKA CESTA;113;KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;OBLAÈNO;REDEK;MOKRO;ASFALT;100150;459284;1;POVZROÈITELJ;32;MOŠKI;POSTOJNA;SRBIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;04;,58;,00
965;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;28013;BREZOVICA PRI LJUBLJANI;00028;TRŽAŠKA CESTA;358;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;KOLONA VOZIL;MOKRO;ASFALT;98627;455734;1;UDELEŽENEC;55;MOŠKI;SLOVENSKE KONJICE;SRBIJA;BREZ POŠKODBE;VOZNIK AVTOBUSA;DA;23;01;,00;,00
965;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;28013;BREZOVICA PRI LJUBLJANI;00028;TRŽAŠKA CESTA;358;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;KOLONA VOZIL;MOKRO;ASFALT;98627;455734;2;POVZROÈITELJ;85;MOŠKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;62;01;,00;,00
966;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27023;LITOSTROJSKA CESTA;40;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;DEŽEVNO;NEZNANO;MOKRO;ASFALT;104402;460628;1;POVZROÈITELJ;39;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;04;04;,00;,00
966;Z MATERIALNO ŠKODO;LJUBLJANA;28.01.2025;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27023;LITOSTROJSKA CESTA;40;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;DEŽEVNO;NEZNANO;MOKRO;ASFALT;104402;460628;2;UDELEŽENEC;31;ŽENSKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;06;,00;,00
967;Z MATERIALNO ŠKODO;SEŽANA;25.01.2025;6;NE;CESTA;REGIONALNA CESTA III. REDA;00618;BRANIK - KOMEN - DUTOVLJE;06804;KRAJNA VAS-DUTOVLJE;490;CESTA;OSTALO;POVOŽENJE ŽIVALI;OBLAÈNO;REDEK;MOKRO;ASFALT;70134;407552;1;UDELEŽENEC;35;MOŠKI;SEŽANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;16;03;,00;,00
968;Z MATERIALNO ŠKODO;ILIRSKA BISTRICA;26.01.2025;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;12015;ILIRSKA BISTRICA;00030;VOJKOV DREVORED;4;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;47698;440792;1;POVZROÈITELJ;21;MOŠKI;ILIRSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;05;,00;,00
969;Z MATERIALNO ŠKODO;ILIRSKA BISTRICA;26.01.2025;2;NE;CESTA;GLAVNA CESTA;00007;STAROD - KRVAVI POTOK;00356;STAROD-PODGRAD;846;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;REDEK;VLAŽNO;ASFALT;39365;437949;1;POVZROÈITELJ;54;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;34;03;,00;,00
970;S HUDO TELESNO POŠKODBO;KRANJ;22.01.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;18035;KRANJ;00111;SLOVENSKI TRG;5;CESTA;PREMIKI Z VOZILOM;POVOŽENJE PEŠCA;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;122733;450389;1;POVZROÈITELJ;35;MOŠKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;02;,02;,00
970;S HUDO TELESNO POŠKODBO;KRANJ;22.01.2025;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;18035;KRANJ;00111;SLOVENSKI TRG;5;CESTA;PREMIKI Z VOZILOM;POVOŽENJE PEŠCA;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;122733;450389;2;UDELEŽENEC;44;ŽENSKI;KRANJ;SLOVENIJA;HUDA TELESNA POŠKODBA;PEŠEC;NE;0;0;,00;,00
971;Z MATERIALNO ŠKODO;MURSKA SOBOTA;21.01.2025;15;NE;CESTA;LOKALNA CESTA;95697;KOBILJE-GORNJI PETROVCI;0;NI ODSEKOV;17000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;OBLAÈNO;REDEK;MOKRO;ASFALT;0;0;1;POVZROÈITELJ;19;MOŠKI;MURSKA SOBOTA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;09;,00;,00
972;Z MATERIALNO ŠKODO;LJUBLJANA;15.01.2025;23;NE;CESTA;REGIONALNA CESTA III. REDA;00643;PRESERJE-RAKITNA-CERKNICA;01436;PODPEÈ-RAKITNA;8000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;NEZNANO;NEZNANO;OSTALO;ASFALT;86140;456023;1;POVZROÈITELJ;36;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;08;,00;,00
973;Z MATERIALNO ŠKODO;MARIBOR;24.01.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00235;LACKOVA CESTA;4;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;155407;547490;1;UDELEŽENEC;40;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;10;09;,00;,00
973;Z MATERIALNO ŠKODO;MARIBOR;24.01.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00235;LACKOVA CESTA;4;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;155407;547490;2;POVZROÈITELJ;49;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;31;00;,00;,00
973;Z MATERIALNO ŠKODO;MARIBOR;24.01.2025;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00235;LACKOVA CESTA;4;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;155407;547490;3;UDELEŽENEC;75;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;47;06;,00;,00
974;Z LAŽJO TELESNO POŠKODBO;TOLMIN;28.01.2025;11;NE;CESTA;REGIONALNA CESTA;00203;PREDEL-BOVEC-KOBARID OBV.;01004;ŽAGA-KOBARID;6600;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;127829;387712;1;POVZROÈITELJ;20;ŽENSKI;;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;09;,00;,00
975;Z MATERIALNO ŠKODO;SEŽANA;22.01.2025;8;NE;CESTA;LOKALNA CESTA;96801;BRESTOVICA-LOKVICA;0;NI ODSEKOV;980;CESTA;OSTALO;TRÈENJE V OBJEKT;OBLAÈNO;REDEK;MOKRO;ASFALT;76275;392938;1;POVZROÈITELJ;59;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;36;05;,00;,00
976;Z MATERIALNO ŠKODO;PESNICA;24.01.2025;24;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00671;DRAGUÈOVA-MB PTUJSKA C.;0;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;MEGLA;TEKOÈ (NORMALEN);SUHO;ASFALT;160526;552840;1;UDELEŽENEC;41;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;17;09;,00;,00
976;Z MATERIALNO ŠKODO;PESNICA;24.01.2025;24;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00671;DRAGUÈOVA-MB PTUJSKA C.;0;CESTA;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;MEGLA;TEKOÈ (NORMALEN);SUHO;ASFALT;160526;552840;2;POVZROÈITELJ;57;ŽENSKI;;ITALIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;10;10;,00;,00
977;Z MATERIALNO ŠKODO;PTUJ;24.01.2025;8;NE;CESTA;GLAVNA CESTA;00002;SLOV.BISTRICA-SRED. OB DR;00250;SPUHLJA-ORMOŽ;0;CESTA;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NEZNANO;SUHO;ASFALT;141890;570131;1;UDELEŽENEC;22;ŽENSKI;ORMOŽ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;03;08;,00;,00
978;Z MATERIALNO ŠKODO;SEŽANA;24.01.2025;5;NE;CESTA;REGIONALNA CESTA II. REDA;00405;DIVAÈA-FAMLJE-RIBNICA;01022;FAMLJE-RIBNICA;3700;CESTA;OSTALO;OSTALO;OBLAÈNO;REDEK;MOKRO;ASFALT;57682;427199;1;UDELEŽENEC;63;MOŠKI;ILIRSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;44;0;,00;,00
